ident	name	type	frequency_khz	latitude_deg	longitude_deg
AOV	Bilmart	NDB	341	36.96979904	-92.67739868
AP	Active Pass	NDB	378	48.87390137	-123.2900009
AP	Apiay	NDB	270	4.074999809	-73.47499847
AP	Allahabad	NDB	328	25.46710014	81.69819641
AP	Anapa	NDB	443	45.03499985	37.39170074
AP	Voronezh	NDB	289	51.77669907	39.30329895
AP	Anpu	NDB	250	25.17609978	121.5230026
AP	Aberporth	NDB	371	52.11629868	-4.559830189
AP	Casse	NDB	260	39.45190048	-104.8460007
AP	Felps	NDB	206	44.96070099	-83.55999756
AP	Vagey	NDB	338	44.82410049	-93.30580139
AP	Taupo	NDB-DME	230	-38.74319839	176.0740051
APB	Apolo	NDB	240	-14.68540001	-68.41660309
APE	Appleton	VORTAC	116700	40.15110016	-82.58830261
APF	Naples	NDB	201	26.15570068	-81.7743988
APG	Aberdeen	NDB	349	39.53509903	-76.10630035
APH	A P Hill	NDB	396	38.08779907	-77.32489777
APN	Alpena	VORTAC	108800	45.08280182	-83.55699921
APN	Apan	VOR-DME	114800	19.6371994	-98.39859772
APT	Jasper	NDB	382	35.05960083	-85.58390045
APU	Anpu	VOR-DME	112500	25.17690086	121.5220032
AQ	Barranquilla	NDB	264	10.87180042	-74.79620361
AQ	Aqaba	NDB	404	29.5802002	35.00699997
AQ	Aberdeen	NDB	336	57.13830185	-2.404720068
AQ	Kooky	NDB	407	44.21590042	-88.39900208
AQA	Aqaba	NDB	418	30.22649956	35.22140121
AQB	Aqaba	VOR-DME	113100	29.58349991	35.0082016
AQC	Aqaba	NDB	326	29.90229988	35.11899948
AQE	Alwood	NDB	230	35.70690155	-77.37190247
AQP	Appleton	NDB	356	45.22850037	-96.0094986
AR	Le Raizet	NDB	402	16.2866993	-61.63100052
AR	Akureyri	NDB	334	65.75579834	-18.08939934
AR	Iswahyudi	NDB	315	-7.664669991	111.4339981
AR	Amritsar	NDB	351	31.70859909	74.81430054
AR	Arkalyk	NDB	518	50.32500076	66.95999908
AR	Atar	NDB	326	20.50230026	-13.05910015
AR	Buzharovo	NDB	108	55.98329926	36.79999924
AR	Barnaul	NDB	428	53.38000107	83.61170197
AR	Artemovsky	NDB	187	57.33330154	61.91669846
AR	Arusha	NDB	391	-3.367789984	36.62039948
AR	Acadi	NDB	269	29.95630074	-91.86329651
AR	Armin	NDB	356	41.8103981	-71.35320282
AR	Carrasco	NDB	260	-34.82339859	-56.00630188
ARA	Araxos	VOR-DME	112700	38.10969925	21.4253006
ARA	Aracatuba	NDB	265	-21.13929939	-50.42670059
ARA	Araracuara	NDB	365	-0.6060360074	-72.39589691
ARB	Ardabil	VOR-DME	115700	38.30310059	48.44100189
ARB	Ardabil	NDB	355	38.33069992	48.41540146
ARB	Tortoli	NDB	289	39.92139816	9.67866993
ARD	Arad	VOR-DME	109000	46.1841011	21.14360046
ARD	Yardley	VOR-DME	108200	40.25329971	-74.9076004
ARD	Arad	NDB	517	46.18399811	21.14489937
ARE	Monts D Arree	VOR	112500	48.33259964	-3.602469921
ARF	Topel	TACAN	113900	40.73220062	30.06469917
ARF	Topel	NDB	384	40.73279953	30.08440018
ARF	Saratoga	NDB	296	34.25289917	-86.22360229
ARG	Walnut Ridge	VORTAC	114500	36.11000061	-90.9536972
ARG	Argyle	VOR-DME	113900	-16.63170052	128.4490051
ARG	Araguaia	NDB	230	-8.35367012	-49.29919815
ARH	Libby	TACAN	111600	31.5855999	-110.3389969
ARH	El Arish	VOR-DME	113600	31.07299995	33.83190155
ARI	Arica	VOR-DME	116500	-18.36940002	-70.3463974
ARI	Nador Arwi	VOR-DME	116000	34.98669815	-3.029170036
ARI	Agri	VOR-DME	116700	39.67169952	43.02059937
ARI	Agri	NDB	289	39.66910172	43.02199936
ARK	Arak	NDB	280	34.1344986	49.84870148
ARL	Arlanda	VOR-DME	116000	59.65340042	17.9144001
ARL	Arlit	NDB	293	18.78359985	7.366730213
ARM	Armilla	NDB	344	37.07350159	-3.802079916
ARM	Wharton	NDB	245	29.25460052	-96.15200043
ARM	Armidale	NDB-DME	401	-30.52779961	151.6150055
ARN	Arbancon	NDB	291	40.96390152	-3.122459888
ARS	Ardrossan	VOR	115800	-34.416528	137.893347
ARS	Aros	VOR-DME	112800	59.58620071	16.65040016
ARS	Alto Rio Senguerr	NDB	310	-45.01639938	-70.80110168
ARS	Ardrossan (DECOMMISSIONED)	NDB	398	-34.41410065	137.9230042
ART	Watertown	VORTAC	109800	43.95199966	-76.06459808
ART	Rize-Artvin	NDB	347	41.1815	40.858
ART	Rize-Artvin	VOR-DME	110450	41.1815	40.858
ARV	Arbor Vitae	NDB	221	45.92679977	-89.72850037
ARW	El Aroui	NDB	355	34.98970032	-3.044169903
ARX	Araxos	TACAN	112400	38.10820007	21.42270088
ARX	Araxa	VOR-DME	117000	-19.68899918	-47.0605011
ARX	Araxa	NDB	210	-19.56100082	-46.96469879
AS	Agades	VOR	113500	16.97500038	8.023220062
AS	Alice Springs	VOR-DME	115900	-23.79290009	133.878006
AS	Alice Springs	NDB	335	-23.7779007	133.8739929
AS	Punta Arenas	NDB	300	-53.00059891	-70.82109833
AS	Cali	NDB	240	3.519900084	-76.38569641
AS	Asmara	NDB	305	15.28129959	38.8852005
AS	Sanana	NDB	397	-2.094589949	125.9639969
AS	Atang Senjaya	NDB	399	-6.538330078	106.7549973
AS	Agades	NDB	340	16.95630074	7.974830151
AS	Ashburton	NDB	254	-43.90480042	171.8070068
AS	Chern	NDB	359	42.82339859	-71.60209656
AS	Aasiaat	DME	108750	68.7193985	-52.7928009
ASB	Ali Al Salem	VORTAC	116000	29.34399986	47.51890182
ASB	Ashgabat	VOR-DME	114500	37.98500061	58.35169983
ASG	Ascencion De Guarayos	NDB	390	-15.77130032	-63.06639862
ASH	Al-Shigar	VOR-DME	112300	30.12280083	38.79809952
ASI	Ascension Aux Af	VORTAC	112200	-7.969880104	-14.39729977
ASI	Asia	VOR-DME	115300	-12.76060009	-76.60639954
ASI	Adami	NDB	395	-34.78950119	-56.26300049
ASJ	Ahoskie	NDB	415	36.29930115	-77.17549896
ASK	Askoy	NDB	360	60.42200089	5.180250168
ASL	Asaloyeh	NDB	447	27.48189926	52.61610031
ASM	Asmara	VOR-DME	113700	15.2840004	38.90090179
ASN	Aswan	VOR-DME	112300	23.97179985	32.81700134
ASN	Ascension Aux Af	NDB	360	-7.946829796	-14.40999985
ASP	Au Sable	VOR-DME	116100	44.44910049	-83.39430237
ASS	Assis	NDB	275	-22.64480019	-50.45299911
AST	Asyut	VOR-DME	117700	27.03120041	31.03249931
AST	Astana	VOR-DME	114200	51.00109863	71.43419647
AST	Astoria	VOR-DME	114000	46.1617012	-123.8799973
AST	Asturias	NDB	325	43.55780029	-6.028389931
ASU	Asuncion	NDB	360	-25.23579979	-57.51309967
ASW	Arlanda	DME	113750	59.58769989	17.81970024
ASX	Ashland	VOR-DME	110200	46.54940033	-90.91719818
AT	Atiu	NDB	388	-20.00329971	-158.1069946
AT	Pontianak	NDB	245	-0.1425720006	109.4049988
AT	Agartala	NDB	237	23.88730049	91.23439789
AT	Aktyubinsk Lom	NDB	323	50.28089905	57.15230179
AT	Antsohihy	NDB	374	-14.9041996	47.99560165
AT	Alor Star	NDB	385	6.159190178	100.3720016
AT	Tocumen	NDB	326	9.041390419	-79.39659882
AT	Catta	NDB	375	33.64680099	-84.542099
AT	Gamie	NDB	230	44.16239929	-88.5848999
AT	Bruny	NDB	315	39.84700012	-84.33480072
AT	Lican	NDB	215	44.80329895	-97.15010071
AT	Artigas	NDB	405	-30.4029007	-56.48709869
AT	Agatti	NDB-DME	360	10.83160019	72.17990112
ATA	Alta	VOR-DME	117400	69.9776001	23.37179947
ATA	Anta	NDB	415	-9.350669861	-77.59799957
ATA	Atlanta	NDB	347	33.10369873	-94.19049835
ATB	Atbara	NDB	273	17.71389961	34.05369949
ATE	Akita	VOR-DME	116100	39.71160126	140.0619965
ATE	Alicante	VOR-DME	114650	38.28609848	-0.5866000056
ATF	Alta Floresta	VOR-DME	113400	-9.868359566	-56.10490036
ATF	Alta Floresta	NDB	245	-9.870559692	-56.10150146
ATF	Aberdeen/Dyce	NDB	348	57.07749939	-2.105700016
ATK	Atqasuk	NDB	350	70.46910095	-157.427002
ATL	Atlanta	VORTAC	116900	33.6291008	-84.43509674
ATM	Altamira	VOR	113200	-3.249330044	-52.24769974
ATM	Altamira	NDB	295	-3.256500006	-52.25080109
ATN	Autun	VOR-DME	114900	46.80590057	4.259140015
ATR	Atyrau	VOR-DME	112300	47.14390182	51.80279922
ATR	Waterloo	VOR-DME	112600	38.80979919	-75.21130371
ATR	Alcantarilla	NDB	345	37.94990158	-1.230419993
ATS	Artesia	NDB	414	32.8526001	-104.461998
ATU	Attu	NDB	375	52.82889938	173.1799927
ATV	Athinai	VOR-DME	114400	37.8885994	23.81439972
ATY	Watertown	VORTAC	116600	44.97969818	-97.14170074
AU	Akhsu	NDB	420	40.56669998	48.38330078
AU	Aurangabad	NDB	205	19.86050034	75.39849854
AU	Aktau	NDB	670	43.88629913	51.03519821
AU	Auly	NDB	108	48.58309937	34.47829819
AU	Austi	NDB	353	30.23570061	-97.6257019
AU	Dunns	NDB	366	44.41080093	-69.86060333
AU	Opole	NDB	423	32.50930023	-85.43720245
AUC	Arauca	VOR-DME	114000	7.067150116	-70.73220062
AUG	Augusta	VOR-DME	111400	44.31999969	-69.79660034
AUG	Augsburg	DME	115900	48.42430115	10.93299961
AUH	Abu Dhabi	VOR-DME	113000	24.44319916	54.64649963
AUH	Aurora	NDB	278	40.89250183	-97.99720001
AUR	La Aurora	VOR-DME	114500	14.5909996	-90.52600098
AUW	Wausau	VORTAC	111600	44.84680176	-89.58660126
AV	Avalon	VOR-DME	116100	-38.0489006	144.4589996
AV	Avalon	NDB	404	-38.01810074	144.470993
AV	Abrolhos	NDB	290	-17.96450043	-38.69380188
AV	Raivavae	NDB	372	-23.88249969	-147.6640015
AV	Sukhumi	NDB	489	42.85329819	41.12170029
AV	La Tontouta	NDB	338	-22.03650093	166.2519989
AV	Asturias	NDB	387	43.53910065	-5.930530071
AV	Barty	NDB	257	41.27690125	-75.77570343
AVD	Avord	TACAN	110600	47.05810165	2.629859924
AVD	Avord	NDB	289	47.12070084	2.7996099
AVE	Avenal	VORTAC	117100	35.64699936	-119.9789963
AVI	Aviano	TACAN	116400	46.0279007	12.58689976
AVI	Aviano	NDB	390	45.92430115	12.42850018
AVK	Alva	NDB	203	36.77920151	-98.67120361
AVN	Avignon	VOR	112300	43.99539948	4.746389866
AVN	Vilnius	NDB	385	54.65340042	25.29899979
AVN	Avon	NDB	344	43.00989914	-77.76930237
AVQ	Marana	NDB	245	32.41180038	-111.2160034
AVZ	Travis	NDB	260	32.76010132	-96.24909973
AW	Waton	NDB	382	48.0760994	-122.1539993
AWE	Asahikawa	VOR-DME	113500	43.66730118	142.4570007
AWG	Washington	NDB	219	41.27980042	-91.67259979
AWK	Wake Island	VORTAC	113500	19.28499985	166.628006
AWM	West Memphis	NDB	362	35.13940048	-90.23259735
AWS	Lawson	NDB	335	32.29320145	-85.02330017
AWZ	Ahwaz	VOR-DME	114000	31.33760071	48.7643013
AWZ	Ahwaz	NDB	415	31.34410095	48.74459839
AX	Axum	NDB	440	14.14599991	38.77629852
AXA	Algona	NDB	403	43.08140182	-94.27249908
AXC	Decatur	VORTAC	117200	39.7375214	-88.8564314
AXD	Alexandria	NDB	403	31.19490051	29.95249939
AXM	Armenia	NDB	315	4.451350212	-75.77290344
AXN	Alexandria	VOR-DME	112800	45.95840073	-95.23259735
AY	Albury	VOR-DME	115600	-36.06809998	146.9660034
AY	Albury	NDB	236	-36.0685997	146.9700012
AY	St Anthony	NDB	356	51.38639832	-56.09659958
AY	Dire Dawa	NDB	241	9.643859863	41.84410095
AY	Kumagaya	NDB	283	36.16389847	139.3110046
AY	Appleby	NDB	210	-41.29769897	173.1309967
AY	Warszawa	NDB	375	52.17539978	20.93250084
AY	Wiket	NDB	219	31.32559967	-82.39810181
AY	Arli	NDB	316	11.57320023	1.45678997
AYA	Ayacucho	NDB	370	-13.15190029	-74.20529938
AYE	Ayers Rock	NDB-DME	233	-25.17280006	130.9750061
AYS	Waycross	VORTAC	110200	31.26939964	-82.55639648
AYT	Antalya	TACAN	115500	36.91559982	30.78280067
AYT	Antalya	VOR-DME	114000	36.922167	30.7955
AZ	Aizawl	NDB	366	23.74290085	92.80290222
AZ	Samara	NDB	287	53.46170044	50.20500183
AZ	Arkhangelsk	NDB	690	64.60669708	40.58670044
AZ	Austn	NDB	371	42.1310997	-85.52980042
AZC	Colorado City	NDB	403	36.9598999	-113.0090027
AZE	Hazlehurst	NDB	414	31.88019943	-82.6473999
AZN	Amazon	NDB	233	39.88399887	-94.90820313
AZO	Kalamazoo	VOR-DME	109000	42.23699951	-85.55319977
AZQ	Hazard	VOR-DME	111200	37.3913002	-83.26300049
AZR	Nice Cote D Azur	VOR-DME	109650	43.65969849	7.224420071
AZR	Inezgane	NDB	371	30.36680031	-9.450670242
AZS	Azalea Park	NDB	336	38.0102005	-78.51809692
AZW	Mt  iAy	NDB	223	36.38100052	-80.54019928
B	San Carlos De Bariloche	NDB	305	-41.14260101	-71.18250275
B	Escuela De Aviacion Militar	NDB	242	-31.43829918	-64.27500153
B	Burgas	NDB	335	42.55350113	27.49329948
B	Hongqiao	NDB	257	31.17309952	121.3379974
B	Bishkek Manas	NDB	481	43.06669998	74.51670074
B	Barka	NDB	438	48.15069962	17.24270058
B	Balti	NDB	389	47.82130051	27.79540062
B	Khovd	NDB	650	47.93270111	91.65529633
B	Ulaangom	NDB	383	49.95259857	92.05280304
B	Underkhaan	NDB	650	47.31620026	110.6340027
B	Arvaikheer	NDB	650	46.23289871	102.8249969
B	Altai	NDB	425	46.37189865	96.24610138
B	Baneasa West	NDB	385	44.48389816	26.07579994
B	Sheremetyevo	NDB	770	55.97829819	37.46500015
B	Valencia	NDB	400	39.47969818	-0.4561780095
B	Boryspil	NDB	405	50.36259842	30.88209915
B5	Gunisao Lake	NDB	254	53.52220154	-96.37529755
BA	Bautzen	NDB	359	51.19879913	14.54780006
BA	Blora	NDB	240	-6.992640018	111.4189987
BA	Balkhash	NDB	456	46.86819839	74.9571991
BA	Bauerfield	NDB	361	-17.69249916	168.2689972
BA	Bagabag	NDB	339	16.61790085	121.2529984
BA	Balagannoye	NDB	920	59.67670059	149.1450043
BA	Bagayevsky	NDB	118	47.31669998	40.36669922
BA	Krasnodar	NDB	750	45.06330109	39.2016983
BA	Bakchar	NDB	605	57.01670074	82.0667038
BA	Clifs	NDB	410	39.32220078	-85.8184967
BA	Wesie	NDB	230	42.24829865	-72.69629669
BA	Babco	NDB	385	44.8567009	-92.98449707
BAB	Beale	TACAN	108600	39.13479996	-121.4410019
BAB	Beirut	NDB	312	33.84899902	35.48300171
BAC	Banda Aceh	VOR-DME	113400	5.522630215	95.42220306
BAD	Barksdale	TACAN	115800	32.50329971	-93.6678009
BAE	Badger	VORTAC	116400	43.1169014	-88.28430176
BAF	Barnes	VORTAC	113000	42.16199875	-72.71620178
BAG	Garcas	VOR-DME	113300	-15.85350037	-52.39569855
BAG	Baglum	VOR-DME	113100	40.06949997	32.8103981
BAG	Garcas	NDB	320	-15.85599995	-52.3893013
BAG	Bagur	NDB	319	41.95149994	3.203069925
BAH	Bahrain	VOR-DME	115300	26.26420021	50.64889908
BAI	Bailen	NDB	418	38.1515007	-3.629169941
BAJ	Batten	NDB	392	40.53219986	-103.2300034
BAK	Backa	VOR-DME	112700	57.55519867	11.9769001
BAL	Baltimore	VORTAC	115100	39.17110062	-76.66130066
BAL	El Libertador	VORTAC	113900	10.18610001	-67.54699707
BAL	Balmaceda	VOR-DME	115500	-45.9131012	-71.71279907
BAL	Baldonnel	VOR-DME	115800	53.29990005	-6.447780132
BAL	Balmaceda	NDB	390	-45.91939926	-71.69830322
BAM	Barmen	VORTAC	113600	51.32780075	7.176980019
BAM	Battle Mountain	VORTAC	112200	40.56919861	-116.9219971
BAM	Bam	VOR-DME	114900	29.07749939	58.45759964
BAM	Bam	NDB	379	29.07789993	58.45429993
BAN	Sidi Ben Aoun	VOR	115300	34.86330032	9.167779922
BAN	Barahona	VOR-DME	112800	41.32360077	-2.629790068
BAN	Bandundu	NDB	385	-3.302380085	17.38290024
BAN	Banias	NDB	304	35.22829819	35.957901
BAP	Baghdad	TACAN	133700	33.26670074	44.22259903
BAQ	Barranquilla	VOR-DME	113700	10.79669952	-74.86029816
BAR	Basrah	TACAN	108300	30.54879951	47.65980148
BAR	Bardufoss	TACAN	113400	69.04570007	18.58639908
BAR	San Carlos De Bariloche	VOR-DME	117400	-41.14030075	-71.18890381
BAR	Bari	VOR-DME	116400	41.14429855	16.77639961
BAR	Barcaldine	NDB	332	-23.55830002	145.2980042
BAR	Puerto Barrios	NDB	347	15.73670006	-88.59500122
BAR	Hemlock	NDB	320	36.1534996	-81.87979889
BAT	Batman	TACAN	111600	37.91540146	41.10549927
BAT	Batman	VOR-DME	116200	37.9375	41.11970139
BAT	Batticaloa	NDB	320	7.703619957	81.68019867
BAT	Batman	NDB	470	37.9375	41.11970139
BAV	Baotou	VOR-DME	117300	40.56000137	109.9950027
BAV	Hardeman	NDB	404	35.21429825	-89.042099
BAX	Bad Axe	VOR-DME	108200	43.78279877	-82.9838028
BAY	El Bayadh	VOR	114800	33.70529938	0.9502779841
BAY	Bayreuth	VOR	110600	49.98519897	11.63669968
BAY	El Bayadh	NDB	284	33.70780182	0.9513890147
BAY	Bayreuth	DME	110600	49.9856987	11.63809967
BAZ	Bayreuth	NDB	420	49.95690155	11.56519985
BB	Battambang	NDB	484	13.0916996	103.2229996
BB	Bora Bora	NDB	384	-16.4435997	-151.7550049
BB	Bau Bau	NDB	274	-5.488890171	122.572998
BB	Basa	NDB	404	14.98180008	120.4850006
BB	Beryozovo	NDB	752	63.90670013	64.93830109
BB	Bibrka	NDB	432	49.64300156	24.2798996
BBA	Bumba	NDB	285	2.191669941	22.54999924
BBA	Benbecula	NDB	401	57.4762001	-7.369249821
BBB	Mumbai	VOR-DME	116600	19.08539963	72.87539673
BBB	Benson	NDB	239	45.32720184	-95.65029907
BBC	Barbacena	NDB	285	-21.2670002	-43.7641983
BBD	Bagdogra	VOR-DME	116600	26.68759918	88.3259964
BBD	Brady	NDB	380	31.1779995	-99.32260132
BBE	Beauvechain	TACAN	116000	50.75640106	4.768060207
BBG	Bangalore	VOR-DME	115500	12.94970036	77.68099976
BBI	Bellary	VOR-DME	112800	15.1651001	76.88059998
BBI	Salamanca	VOR-DME	112200	41.01679993	-5.456439972
BBJ	Bhuj	VOR-DME	112600	23.27109909	69.6678009
BBL	Kleine Brogel	TACAN	109600	51.17029953	5.466390133
BBM	Belgaum	VOR-DME	112100	15.85620022	74.61689758
BBM	Babimost	NDB	390	52.14039993	15.7961998
BBN	Varanasi	VOR-DME	113900	25.45400047	82.85929871
BBN	Babylon	NDB	275	40.67250061	-73.38439941
BBS	Beni Abbes	VOR-DME	115300	30.00830078	-2.216670036
BBS	Bhubaneshwar	VOR-DME	113500	20.24480057	85.81130219
BBS	Beni Abbes	NDB	320	30	-2.216670036
BBU	Brandbu	VOR-DME	112750	60.47180176	10.33889961
BBW	Broken Bow	NDB	265	41.4341011	-99.6359024
BBZ	Vijayawada	VOR-DME	116200	16.52079964	80.79419708
BC	Bacolod	VOR	114900	10.63759995	122.9250031
BC	Bechar	NDB	417	31.63330078	-2.305560112
BC	Mbanza Congo	NDB	205	-6.266670227	14.25
BC	Baie Comeau	NDB	414	49.11780167	-68.32610321
BC	Benin	NDB	388	6.317170143	5.599239826
BC	Bacau	NDB	426	46.47809982	26.92740059
BC	Provideniya Bay	NDB	960	64.37670135	-173.2429962
BC	Cap Blanc	NDB	310	37.33000183	9.836110115
BCA	Bahia Blanca	VOR-DME	114300	-38.72000122	-62.15829849
BCC	Bear Creek	NDB	212	65.17389679	-152.2059937
BCE	Bryce Canyon	VORTAC	112800	37.68920135	-112.3040009
BCH	Bacacheri	NDB	300	-25.40270042	-49.22900009
BCK	Blackall	NDB	416	-24.42609978	145.4360046
BCK	Black River Falls	NDB	362	44.25469971	-90.84899902
BCL	Benbecula	DME	108100	57.47510147	-7.370319843
BCN	Barcelona	VOR-DME	116700	41.30709839	2.10781002
BCN	Brecon	VOR-DME	117450	51.7256012	-3.263060093
BCN	Bahia	NDB	316	-0.6019440293	-80.40720367
BCO	Bonsucesso	VOR-DME	116000	-23.40629959	-46.38550186
BCO	Bachaquero	NDB	370	10	-71.0667038
BCP	Dezoito	NDB	390	-22.42670059	-40.02980042
BCR	Bechar	VOR-DME	113900	31.68530083	-2.25722003
BCS	Bacchus	NDB	416	62.57040024	17.04520035
BCU	Bacau	VOR-DME	109400	46.51089859	26.82550049
BCZ	Choctaw	NDB	228	32.11429977	-88.12139893
BD	Bobo Dioulasso	VOR-DME	114700	11.14500046	-4.350860119
BD	Baildon	NDB	375	50.29169846	-105.4420013
BD	Bahir Dar	NDB	212	11.60379982	37.32389832
BD	Bordeaux	NDB	393	44.93519974	-0.5622500181
BD	Muara Badak	NDB	394	-0.3061110079	117.4160004
BD	Bagdogra	NDB	345	26.68790054	88.32640076
BD	Bogdanovo	NDB	360	57.09999847	37.71670151
BD	Khabarovsk	NDB	528	48.49000168	135.1329956
BD	Razdolye	NDB	635	52.43330002	103.1999969
BD	Khanty Mansiysk	NDB	707	61.01670074	68.98999786
BD	Chupp	NDB	388	41.87739944	-72.7661972
BD	Durazno	NDB	277	-33.39160156	-56.51570129
BDA	Bermuda	VOR-DME	113900	32.36439896	-64.68959808
BDA	Bida	VOR-DME	112700	9.102169991	6.017509937
BDA	Bhattedanda	VOR-DME	113200	27.53560066	85.28939819
BDA	Boca Do Acre	NDB	305	-8.904259682	-67.48860168
BDB	Bir Darb	VOR-DME	115100	24.3307991	41.82440186
BDB	Accomack	NDB	336	37.57040024	-75.7983017
BDD	Bellgrade	NDB	254	37.14550018	-88.67050171
BDE	Baudette	VOR-DME	111600	48.72280121	-94.6072998
BDE	Boende	NDB	388	-0.2359730005	20.81640053
BDF	Bradford	VORTAC	114700	41.15969849	-89.58789825
BDF	Bardufoss	VOR-DME	114200	69.06490326	18.46619987
BDG	Bendigo	NDB	245	-36.74280167	144.326004
BDI	Boundiali	NDB	358	9.524609566	-6.462500095
BDK	Bondoukou/Soko	NDB	350	8.005080223	-2.767329931
BDL	Bradley	VORTAC	109000	41.94100189	-72.68859863
BDM	Bandirma	TACAN	111000	40.30130005	27.97839928
BDM	Banjarmasin	VOR-DME	112100	-3.436800003	114.7310028
BDN	Boscombe Down	TACAN	108200	51.14899826	-1.752650023
BDO	Bodo	VOR-DME	117200	67.26670074	14.36489964
BDO	Bobo Dioulasso	NDB	323	11.17529964	-4.310359955
BDQ	Bridge	NDB	208	35.1393013	-92.71240234
BDR	Milas Bodrum	VOR-DME	116700	37.25329971	27.6692009
BDR	Bridgeport	VOR-DME	108800	41.16070175	-73.12449646
BDR	Milas Bodrum	NDB	389	37.25329971	27.6692009
BDT	Bocas Del Toro	VOR-DME	114900	9.339969635	-82.25160217
BDU	Bondoukou/Soko	VOR	116100	8.036499977	-2.754610062
BDV	Burgersdorp	VOR	113100	-30.96500015	26.3227005
BDV	Birdsville	NDB	413	-25.89640045	139.3529968
BDX	Bordeaux	TACAN	114400	44.82720184	-0.723277986
BE	Kamina Base	NDB	278	-8.655249596	25.28650093
BE	Bordeaux	NDB	318	44.87060165	-0.3978059888
BE	Mangkajang	NDB	325	2.005000114	117.7419968
BE	Benin	NDB	272	6.333839893	5.615910053
BE	Berridale	NDB	394	-46.02780151	169.9830017
BE	Samara	NDB	287	53.47999954	50.07830048
BE	Beringovsky	NDB	640	63.03329849	179.3000031
BE	Bedds	NDB	332	42.47980118	-71.38860321
BE	Mally	NDB	397	42.12680054	-86.31330109
BEA	Reina Beatrix	VOR-DME	113800	12.50570011	-70.01820374
BEA	Beeville	NDB	284	28.36860085	-97.79540253
BED	Bedok	NDB	232	1.31625998	103.9639969
BEG	BERGAMO	VOR-DME	11495	45.6694722	9.7091944
BEJ	Beja	VORTAC	115800	38.1283989	-7.926690102
BEL	Belem	VOR-DME	117300	-1.384330034	-48.47850037
BEL	Belfast	VOR-DME	117200	54.66109848	-6.230000019
BEL	Belem	NDB	250	-1.389829993	-48.48120117
BEN	Benin	VOR-DME	116500	6.280509949	5.562580109
BEN	Benbecula	VOR-DME	113950	57.47790146	-7.365300179
BEP	Bay Creek	NDB	350	32.45740128	-83.76570129
BEQ	Bessemer	NDB	368	33.31190109	-86.92320251
BER	Bern	NDB	335	46.89910126	7.510479927
BES	Tumbes	VOR	112900	-3.544440031	-80.3891983
BES	Tumbes	NDB	290	-3.549439907	-80.38169861
BES	Bennettsville	NDB	230	34.62020111	-79.73320007
BET	Bethel	VORTAC	114100	60.78480148	-161.8240051
BET	Rheine Bentlage	NDB	402	52.28779984	7.385670185
BEX	Bloomfield	NDB	269	40.74499893	-92.43049622
BEY	Beypazari	NDB	487	40.15999985	31.92970085
BF	Bafoussam	VOR-DME	116500	5.508329868	10.36970043
BF	Norilsk	NDB	535	69.35169983	87.40830231
BF	Tabey	NDB	248	41.56909943	-81.57379913
BF	Creve	NDB	263	41.80270004	-103.4990005
BF	Nolla	NDB	362	47.63249969	-122.3889999
BF	Niley	NDB	385	35.37239838	-118.9810028
BFA	Boyne Falls	NDB	263	45.16669846	-84.92189789
BFD	Bradford	VOR-DME	116600	41.78639984	-78.61940002
BFD	Broadford	NDB	390	57.25479889	-5.832870007
BFE	Brownfield	NDB	311	33.17919922	-102.1910019
BFF	Scottsbluff	VORTAC	112600	41.89419937	-103.4820023
BFI	Beef Island	NDB	360	18.44580078	-64.53579712
BFK	Buffalo	NDB	215	36.86420059	-99.62010193
BFM	Brookley	VORTAC	112800	30.61269951	-88.05549622
BFR	Bedford	NDB	344	38.83940125	-86.4367981
BFS	Florennes	TACAN	111500	50.24140167	4.653059959
BFV	Burns Flat	VORTAC	110000	35.23690033	-99.20619965
BFW	Silver Bay	NDB	350	47.25059891	-91.41410065
BG	Benguela	NDB	372	-12.60809994	13.40540028
BG	Bontang	NDB	300	0.1211109981	117.4779968
BG	Bangalore	NDB	363	12.96949959	77.7141037
BG	Baguio	NDB	272	16.37439919	120.6169968
BG	Karmanovo	NDB	745	55.83330154	34.86669922
BG	Muraveyka	NDB	920	43.88330078	133.25
BG	Bugarura	NDB	264	-1.921939969	29.26379967
BG	Totte	NDB	227	44.72750092	-68.71289825
BG	Smite	NDB	332	42.10469818	-75.8911972
BGA	Bucaramanga	VOR-DME	113500	7.131559849	-73.18440247
BGC	Braganca	VOR-DME	116200	-22.9531002	-46.56809998
BGC	Braganca	NDB	385	-22.9708004	-46.54779816
BGC	Bergerac	NDB	374	44.81949997	0.6192780137
BGD	Beograd	VOR-DME	112050	44.8193	20.3111
BGD	Baghdad	VOR	110600	33.26070023	44.24919891
BGD	Borger	VORTAC	108600	35.80709839	-101.3820038
BGD	Baghdad	TACAN	110600	33.2602005	44.24950027
BGE	Bage	VOR	115300	-31.39069939	-54.10979843
BGE	Bage	NDB	235	-31.38529968	-54.11320114
BGF	Boiling Fork	NDB	263	35.1780014	-86.06819916
BGH	Bgh	NDB	250	11.13129997	-61.6590004
BGI	Adams	VOR-DME	112700	13.07499981	-59.48389816
BGI	Adams	NDB	345	13.07129955	-59.4905014
BGM	Bagram	TACAN	115800	34.94300079	69.2614975
BGN	Ben Gurion	VOR-DME	113500	32.01309967	34.87519836
BGN	Bagan	NDB	335	21.18099976	94.92819977
BGO	Bago	VOR-DME	112600	17.31959915	96.51650238
BGO	Balgo Hill	NDB	206	-20.1359005	127.9889984
